Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Phenophase_ID,Phenophase_Description,First_Yes_Sample_Size,Mean_First_Yes_Year,Mean_First_Yes_DOY,Mean_First_Yes_Julian_Date,SE_First_Yes_In_Days,Min_First_Yes_DOY,Max_First_Yes_DOY,Median_First_Yes_DOY,Mean_NumDays_Since_Prior_No,SE_NumDays_Since_Prior_No,Last_Yes_Sample_Size,Mean_Last_Yes_Year,Mean_Last_Yes_DOY,Mean_Last_Yes_Julian_Date,SE_Last_Yes_in_Days,Mean_NumDays_Until_Next_No,SE_NumDays_Until_Next_No,Mean_AGDD
17406,37.257702,-80.394501,660,VA,1208,Malus,spp.,apple,Plantae,371,Breaking leaf buds,1,2014,101,2456759,-9999.0,101,101,101,2.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,334.5
17406,37.257702,-80.394501,660,VA,1208,Malus,spp.,apple,Plantae,467,Early season leaf expansion,1,2014,106,2456764,-9999.0,106,106,106,2.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,404.25
17406,37.257702,-80.394501,660,VA,1208,Malus,spp.,apple,Plantae,483,Leaves,1,2014,104,2456762,-9999.0,104,104,104,3.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,383.25
17771,37.297585,-121.990967,68,CA,1208,Malus,spp.,apple,Plantae,371,Breaking leaf buds,0,-9999,-9999,-9999,-9999.0,-9999,-9999,-9999,-9999.0,-9999.0,1,2014,99,2456757,-9999.0,15.0,-9999.0,-9999.0
17771,37.297585,-121.990967,68,CA,1208,Malus,spp.,apple,Plantae,498,Colored leaves,1,2014,114,2456772,-9999.0,114,114,114,15.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,1585.75
17771,37.297585,-121.990967,68,CA,1208,Malus,spp.,apple,Plantae,516,Fruits,1,2014,114,2456772,-9999.0,114,114,114,15.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,1585.75
18150,44.759247,-123.232376,64,OR,1208,Malus,spp.,apple,Plantae,371,Breaking leaf buds,0,-9999,-9999,-9999,-9999.0,-9999,-9999,-9999,-9999.0,-9999.0,1,2014,95,2456753,-9999.0,9.0,-9999.0,-9999.0
18150,44.759247,-123.232376,64,OR,1208,Malus,spp.,apple,Plantae,390,Ripe fruits,1,2014,231,2456889,-9999.0,231,231,231,9.0,-9999.0,1,2014,277,2456935,-9999.0,14.0,-9999.0,2924.25
18150,44.759247,-123.232376,64,OR,1208,Malus,spp.,apple,Plantae,467,Early season leaf expansion,1,2014,77,2456735,-9999.0,77,77,77,6.0,-9999.0,1,2014,175,2456833,-9999.0,21.0,-9999.0,475.25
18150,44.759247,-123.232376,64,OR,1208,Malus,spp.,apple,Plantae,471,Falling leaves,1,2014,258,2456916,-9999.0,258,258,258,17.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,3462.25
18150,44.759247,-123.232376,64,OR,1208,Malus,spp.,apple,Plantae,483,Leaves,1,2014,77,2456735,-9999.0,77,77,77,6.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,475.25
18150,44.759247,-123.232376,64,OR,1208,Malus,spp.,apple,Plantae,498,Colored leaves,1,2014,241,2456899,-9999.0,241,241,241,10.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,3135.5
18150,44.759247,-123.232376,64,OR,1208,Malus,spp.,apple,Plantae,500,Flowers or flower buds,1,2014,95,2456753,-9999.0,95,95,95,9.0,-9999.0,1,2014,116,2456774,-9999.0,9.0,-9999.0,628.5
18150,44.759247,-123.232376,64,OR,1208,Malus,spp.,apple,Plantae,501,Open flowers,1,2014,108,2456766,-9999.0,108,108,108,4.0,-9999.0,1,2014,116,2456774,-9999.0,9.0,-9999.0,777.25
18150,44.759247,-123.232376,64,OR,1208,Malus,spp.,apple,Plantae,504,Recent fruit or seed drop,1,2014,175,2456833,-9999.0,175,175,175,8.0,-9999.0,1,2014,277,2456935,-9999.0,14.0,-9999.0,1732.75
18150,44.759247,-123.232376,64,OR,1208,Malus,spp.,apple,Plantae,516,Fruits,1,2014,152,2456810,-9999.0,152,152,152,13.0,-9999.0,1,2014,277,2456935,-9999.0,14.0,-9999.0,1369.5
18271,38.458218,-122.721207,59,CA,1208,Malus,spp.,apple,Plantae,371,Breaking leaf buds,3,2014,191,2456849,0.0,191,191,191,8.0,0.0,3,2014,195,2456853,4.3333333333333,6.3333333333333,0.33333333333333,2888.25
18271,38.458218,-122.721207,59,CA,1208,Malus,spp.,apple,Plantae,390,Ripe fruits,2,2014,191,2456849,0.0,191,191,191,8.0,0.0,2,2014,204,2456862,0.0,7.0,0.0,2888.25
18271,38.458218,-122.721207,59,CA,1208,Malus,spp.,apple,Plantae,467,Early season leaf expansion,2,2014,211,2456869,0.0,211,211,211,7.0,0.0,2,2014,191,2456849,0.0,6.0,0.0,3308.75
18271,38.458218,-122.721207,59,CA,1208,Malus,spp.,apple,Plantae,498,Colored leaves,2,2014,191,2456849,0.0,191,191,191,8.0,0.0,2,2014,191,2456849,0.0,6.0,0.0,2888.25
18271,38.458218,-122.721207,59,CA,1208,Malus,spp.,apple,Plantae,504,Recent fruit or seed drop,3,2014,191,2456849,0.0,191,191,191,8.0,0.0,3,2014,204,2456862,0.0,7.0,0.0,2888.25
18819,40.300999,-75.06086,86,PA,1208,Malus,spp.,apple,Plantae,504,Recent fruit or seed drop,0,-9999,-9999,-9999,-9999.0,-9999,-9999,-9999,-9999.0,-9999.0,1,2014,267,2456925,-9999.0,7.0,-9999.0,-9999.0
18949,42.365437,-71.258598,36,MA,1208,Malus,spp.,apple,Plantae,471,Falling leaves,4,2014,320,2456978,3.7052890125693,314,331,318,7.75,4.8023431780746,2,2014,312,2456970,6.5,2.0,0.0,3723.75
18949,42.365437,-71.258598,36,MA,1208,Malus,spp.,apple,Plantae,498,Colored leaves,3,2014,304,2456962,2.6034165586356,300,309,304,2.6666666666667,0.66666666666667,1,2014,309,2456967,-9999.0,2.0,-9999.0,3621.75
16374,37.835827,-122.25074,57,CA,1208,Malus,spp.,apple,Plantae,371,Breaking leaf buds,1,2015,272,2457295,-9999.0,272,272,272,1.0,-9999.0,1,2015,307,2457330,-9999.0,3.0,-9999.0,4599.0
16374,37.835827,-122.25074,57,CA,1208,Malus,spp.,apple,Plantae,390,Ripe fruits,1,2015,275,2457298,-9999.0,275,275,275,2.0,-9999.0,1,2015,307,2457330,-9999.0,3.0,-9999.0,4653.75
16374,37.835827,-122.25074,57,CA,1208,Malus,spp.,apple,Plantae,467,Early season leaf expansion,1,2015,272,2457295,-9999.0,272,272,272,1.0,-9999.0,1,2015,314,2457337,-9999.0,5.0,-9999.0,4599.0
16374,37.835827,-122.25074,57,CA,1208,Malus,spp.,apple,Plantae,500,Flowers or flower buds,1,2015,272,2457295,-9999.0,272,272,272,1.0,-9999.0,1,2015,307,2457330,-9999.0,3.0,-9999.0,4599.0
16374,37.835827,-122.25074,57,CA,1208,Malus,spp.,apple,Plantae,501,Open flowers,1,2015,272,2457295,-9999.0,272,272,272,1.0,-9999.0,1,2015,272,2457295,-9999.0,1.0,-9999.0,4599.0
16374,37.835827,-122.25074,57,CA,1208,Malus,spp.,apple,Plantae,504,Recent fruit or seed drop,1,2015,292,2457315,-9999.0,292,292,292,3.0,-9999.0,1,2015,307,2457330,-9999.0,3.0,-9999.0,4993.25
16374,37.835827,-122.25074,57,CA,1208,Malus,spp.,apple,Plantae,516,Fruits,1,2015,272,2457295,-9999.0,272,272,272,1.0,-9999.0,1,2015,314,2457337,-9999.0,4.0,-9999.0,4599.0
16610,37.991367,-122.132027,79,CA,1208,Malus,spp.,apple,Plantae,371,Breaking leaf buds,2,2015,100,2457123,31.5,68,131,100,4.5,1.5,2,2015,178,2457201,0.0,9.0,0.0,1350.0
16610,37.991367,-122.132027,79,CA,1208,Malus,spp.,apple,Plantae,390,Ripe fruits,1,2015,173,2457196,-9999.0,173,173,173,7.0,-9999.0,1,2015,237,2457260,-9999.0,8.0,-9999.0,2606.75
16610,37.991367,-122.132027,79,CA,1208,Malus,spp.,apple,Plantae,467,Early season leaf expansion,2,2015,96,2457119,28.0,68,124,96,6.0,0.0,2,2015,245,2457268,0.0,2.0,0.0,1296.625
16610,37.991367,-122.132027,79,CA,1208,Malus,spp.,apple,Plantae,471,Falling leaves,2,2015,9,2457032,0.0,9,9,9,4.0,0.0,2,2015,267,2457290,1.5,5.0,2.0,83.5
16610,37.991367,-122.132027,79,CA,1208,Malus,spp.,apple,Plantae,483,Leaves,3,2015,66,2457089,50.163067423487,9,166,23,8.0,4.5092497528229,3,2015,66,2457089,50.163067423487,5.0,1.0,928.83333333333
16610,37.991367,-122.132027,79,CA,1208,Malus,spp.,apple,Plantae,498,Colored leaves,2,2015,16,2457039,7.0,9,23,16,3.5,0.5,3,2015,168,2457191,79.249255166496,6.6666666666667,3.7118429085533,160.375
16610,37.991367,-122.132027,79,CA,1208,Malus,spp.,apple,Plantae,500,Flowers or flower buds,1,2015,178,2457201,-9999.0,178,178,178,5.0,-9999.0,1,2015,178,2457201,-9999.0,9.0,-9999.0,2718.25
16610,37.991367,-122.132027,79,CA,1208,Malus,spp.,apple,Plantae,501,Open flowers,1,2015,131,2457154,-9999.0,131,131,131,3.0,-9999.0,1,2015,178,2457201,-9999.0,9.0,-9999.0,1853.5
16610,37.991367,-122.132027,79,CA,1208,Malus,spp.,apple,Plantae,504,Recent fruit or seed drop,1,2015,138,2457161,-9999.0,138,138,138,7.0,-9999.0,1,2015,237,2457260,-9999.0,8.0,-9999.0,1954.5
16610,37.991367,-122.132027,79,CA,1208,Malus,spp.,apple,Plantae,516,Fruits,0,-9999,-9999,-9999,-9999.0,-9999,-9999,-9999,-9999.0,-9999.0,1,2015,237,2457260,-9999.0,8.0,-9999.0,-9999.0
18524,40.860325,-73.878471,26,NY,1208,Malus,spp.,apple,Plantae,390,Ripe fruits,1,2015,261,2457284,-9999.0,261,261,261,15.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,3644.25
18524,40.860325,-73.878471,26,NY,1208,Malus,spp.,apple,Plantae,471,Falling leaves,2,2015,294,2457317,14.0,280,308,294,23.5,4.5,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,4164.875
18524,40.860325,-73.878471,26,NY,1208,Malus,spp.,apple,Plantae,498,Colored leaves,2,2015,280,2457303,0.0,280,280,280,19.0,0.0,2,2015,308,2457331,0.0,14.0,0.0,3979.25
19164,35.639633,-105.96991,2075,NM,1208,Malus,spp.,apple,Plantae,371,Breaking leaf buds,1,2015,58,2457081,-9999.0,58,58,58,6.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,156.0
19164,35.639633,-105.96991,2075,NM,1208,Malus,spp.,apple,Plantae,467,Early season leaf expansion,1,2015,104,2457127,-9999.0,104,104,104,14.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,524.25
19164,35.639633,-105.96991,2075,NM,1208,Malus,spp.,apple,Plantae,483,Leaves,1,2015,90,2457113,-9999.0,90,90,90,16.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,381.0
19164,35.639633,-105.96991,2075,NM,1208,Malus,spp.,apple,Plantae,500,Flowers or flower buds,1,2015,90,2457113,-9999.0,90,90,90,16.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,381.0
19164,35.639633,-105.96991,2075,NM,1208,Malus,spp.,apple,Plantae,501,Open flowers,1,2015,104,2457127,-9999.0,104,104,104,14.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,524.25
19749,46.819042,-92.084953,310,MN,1208,Malus,spp.,apple,Plantae,371,Breaking leaf buds,1,2015,104,2457127,-9999.0,104,104,104,8.0,-9999.0,1,2015,117,2457140,-9999.0,7.0,-9999.0,121.75
19749,46.819042,-92.084953,310,MN,1208,Malus,spp.,apple,Plantae,467,Early season leaf expansion,1,2015,111,2457134,-9999.0,111,111,111,7.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,173.5
19749,46.819042,-92.084953,310,MN,1208,Malus,spp.,apple,Plantae,483,Leaves,1,2015,111,2457134,-9999.0,111,111,111,7.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,173.5
19765,46.817081,-92.084427,302,MN,1208,Malus,spp.,apple,Plantae,371,Breaking leaf buds,1,2015,113,2457136,-9999.0,113,113,113,8.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,175.0
19765,46.817081,-92.084427,302,MN,1208,Malus,spp.,apple,Plantae,500,Flowers or flower buds,1,2015,121,2457144,-9999.0,121,121,121,8.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,223.75
19772,37.230656,-80.419464,639,VA,1208,Malus,spp.,apple,Plantae,371,Breaking leaf buds,1,2015,90,2457113,-9999.0,90,90,90,5.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,275.5
19772,37.230656,-80.419464,639,VA,1208,Malus,spp.,apple,Plantae,467,Early season leaf expansion,1,2015,98,2457121,-9999.0,98,98,98,5.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,361.25
19772,37.230656,-80.419464,639,VA,1208,Malus,spp.,apple,Plantae,483,Leaves,1,2015,93,2457116,-9999.0,93,93,93,3.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,308.25
19772,37.230656,-80.419464,639,VA,1208,Malus,spp.,apple,Plantae,500,Flowers or flower buds,1,2015,106,2457129,-9999.0,106,106,106,3.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,470.75
19772,37.230656,-80.419464,639,VA,1208,Malus,spp.,apple,Plantae,501,Open flowers,1,2015,111,2457134,-9999.0,111,111,111,5.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,542.5
19806,46.816734,-92.084488,302,MN,1208,Malus,spp.,apple,Plantae,371,Breaking leaf buds,1,2015,119,2457142,-9999.0,119,119,119,9.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,208.75
19806,46.816734,-92.084488,302,MN,1208,Malus,spp.,apple,Plantae,390,Ripe fruits,0,-9999,-9999,-9999,-9999.0,-9999,-9999,-9999,-9999.0,-9999.0,1,2015,119,2457142,-9999.0,9.0,-9999.0,-9999.0
19806,46.816734,-92.084488,302,MN,1208,Malus,spp.,apple,Plantae,467,Early season leaf expansion,1,2015,128,2457151,-9999.0,128,128,128,9.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,309.0
19806,46.816734,-92.084488,302,MN,1208,Malus,spp.,apple,Plantae,483,Leaves,1,2015,128,2457151,-9999.0,128,128,128,9.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,309.0
19806,46.816734,-92.084488,302,MN,1208,Malus,spp.,apple,Plantae,500,Flowers or flower buds,1,2015,128,2457151,-9999.0,128,128,128,9.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,309.0
19806,46.816734,-92.084488,302,MN,1208,Malus,spp.,apple,Plantae,516,Fruits,0,-9999,-9999,-9999,-9999.0,-9999,-9999,-9999,-9999.0,-9999.0,1,2015,119,2457142,-9999.0,9.0,-9999.0,-9999.0
20300,44.990288,-93.131744,273,MN,1208,Malus,spp.,apple,Plantae,471,Falling leaves,0,-9999,-9999,-9999,-9999.0,-9999,-9999,-9999,-9999.0,-9999.0,1,2015,294,2457317,-9999.0,15.0,-9999.0,-9999.0
20300,44.990288,-93.131744,273,MN,1208,Malus,spp.,apple,Plantae,483,Leaves,0,-9999,-9999,-9999,-9999.0,-9999,-9999,-9999,-9999.0,-9999.0,1,2015,294,2457317,-9999.0,15.0,-9999.0,-9999.0
20300,44.990288,-93.131744,273,MN,1208,Malus,spp.,apple,Plantae,498,Colored leaves,0,-9999,-9999,-9999,-9999.0,-9999,-9999,-9999,-9999.0,-9999.0,1,2015,294,2457317,-9999.0,15.0,-9999.0,-9999.0
20702,44.284657,-73.982742,559,NY,1208,Malus,spp.,apple,Plantae,371,Breaking leaf buds,5,2015,126,2457149,0.74833147735479,124,128,124,2.4,0.24494897427832,5,2015,130,2457153,1.1224972160322,3.2,0.2,175.05
20702,44.284657,-73.982742,559,NY,1208,Malus,spp.,apple,Plantae,390,Ripe fruits,0,-9999,-9999,-9999,-9999.0,-9999,-9999,-9999,-9999.0,-9999.0,5,2015,261,2457284,2.4,11.4,0.6,-9999.0
20702,44.284657,-73.982742,559,NY,1208,Malus,spp.,apple,Plantae,467,Early season leaf expansion,5,2015,132,2457155,0.6,131,134,131,3.0,0.0,5,2015,137,2457160,1.6,7.0,1.0,273.05
20702,44.284657,-73.982742,559,NY,1208,Malus,spp.,apple,Plantae,471,Falling leaves,3,2015,277,2457300,3.0,271,280,280,10.0,1.0,3,2015,258,2457281,6.6666666666667,8.3333333333333,0.33333333333333,2561.3333333333
20702,44.284657,-73.982742,559,NY,1208,Malus,spp.,apple,Plantae,483,Leaves,5,2015,128,2457151,0.4,126,128,128,2.0,0.0,5,2015,259,2457282,0.0,12.0,0.0,201.85
20702,44.284657,-73.982742,559,NY,1208,Malus,spp.,apple,Plantae,498,Colored leaves,2,2015,271,2457294,0.0,271,271,271,12.0,0.0,1,2015,251,2457274,-9999.0,8.0,-9999.0,2511.5
20702,44.284657,-73.982742,559,NY,1208,Malus,spp.,apple,Plantae,500,Flowers or flower buds,5,2015,127,2457150,1.3416407864999,124,131,124,2.6,0.24494897427832,5,2015,138,2457161,0.0,7.4,1.6,198.6
20702,44.284657,-73.982742,559,NY,1208,Malus,spp.,apple,Plantae,501,Open flowers,5,2015,139,2457162,0.24494897427832,138,139,138,2.2,0.73484692283495,2,2015,139,2457162,0.0,8.0,0.0,365.25
20702,44.284657,-73.982742,559,NY,1208,Malus,spp.,apple,Plantae,516,Fruits,1,2015,259,2457282,-9999.0,259,259,259,8.0,-9999.0,5,2015,259,2457282,0.0,12.0,0.0,2352.5
21072,42.134422,-71.948395,240,MA,1208,Malus,spp.,apple,Plantae,467,Early season leaf expansion,0,-9999,-9999,-9999,-9999.0,-9999,-9999,-9999,-9999.0,-9999.0,1,2015,182,2457205,-9999.0,25.0,-9999.0,-9999.0
5261,42.448402,-72.345314,270,MA,1208,Malus,spp.,apple,Plantae,390,Ripe fruits,1,2016,243,2457631,-9999.0,243,243,243,11.0,-9999.0,1,2016,281,2457669,-9999.0,5.0,-9999.0,2688.75
5261,42.448402,-72.345314,270,MA,1208,Malus,spp.,apple,Plantae,467,Early season leaf expansion,0,-9999,-9999,-9999,-9999.0,-9999,-9999,-9999,-9999.0,-9999.0,1,2016,141,2457529,-9999.0,21.0,-9999.0,-9999.0
5261,42.448402,-72.345314,270,MA,1208,Malus,spp.,apple,Plantae,471,Falling leaves,0,-9999,-9999,-9999,-9999.0,-9999,-9999,-9999,-9999.0,-9999.0,1,2016,303,2457691,-9999.0,13.0,-9999.0,-9999.0
5261,42.448402,-72.345314,270,MA,1208,Malus,spp.,apple,Plantae,498,Colored leaves,1,2016,173,2457561,-9999.0,173,173,173,11.0,-9999.0,1,2016,208,2457596,-9999.0,24.0,-9999.0,1185.0
5261,42.448402,-72.345314,270,MA,1208,Malus,spp.,apple,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999.0,-9999,-9999,-9999,-9999.0,-9999.0,1,2016,141,2457529,-9999.0,17.0,-9999.0,-9999.0
5261,42.448402,-72.345314,270,MA,1208,Malus,spp.,apple,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999.0,-9999,-9999,-9999,-9999.0,-9999.0,1,2016,141,2457529,-9999.0,17.0,-9999.0,-9999.0
5261,42.448402,-72.345314,270,MA,1208,Malus,spp.,apple,Plantae,504,Recent fruit or seed drop,0,-9999,-9999,-9999,-9999.0,-9999,-9999,-9999,-9999.0,-9999.0,1,2016,295,2457683,-9999.0,8.0,-9999.0,-9999.0
5261,42.448402,-72.345314,270,MA,1208,Malus,spp.,apple,Plantae,516,Fruits,1,2016,158,2457546,-9999.0,158,158,158,17.0,-9999.0,1,2016,281,2457669,-9999.0,5.0,-9999.0,927.5
8640,43.430897,-72.788094,537,VT,1208,Malus,spp.,apple,Plantae,500,Flowers or flower buds,1,2016,148,2457536,-9999.0,148,148,148,9.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,484.75
8640,43.430897,-72.788094,537,VT,1208,Malus,spp.,apple,Plantae,501,Open flowers,1,2016,148,2457536,-9999.0,148,148,148,9.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,484.75
16374,37.835827,-122.25074,57,CA,1208,Malus,spp.,apple,Plantae,471,Falling leaves,1,2016,272,2457660,-9999.0,272,272,272,5.0,-9999.0,1,2016,265,2457653,-9999.0,2.0,-9999.0,4441.75
16374,37.835827,-122.25074,57,CA,1208,Malus,spp.,apple,Plantae,483,Leaves,1,2016,272,2457660,-9999.0,272,272,272,5.0,-9999.0,1,2016,265,2457653,-9999.0,2.0,-9999.0,4441.75
16374,37.835827,-122.25074,57,CA,1208,Malus,spp.,apple,Plantae,498,Colored leaves,1,2016,272,2457660,-9999.0,272,272,272,5.0,-9999.0,1,2016,265,2457653,-9999.0,2.0,-9999.0,4441.75
16374,37.835827,-122.25074,57,CA,1208,Malus,spp.,apple,Plantae,504,Recent fruit or seed drop,1,2016,267,2457655,-9999.0,267,267,267,2.0,-9999.0,1,2016,267,2457655,-9999.0,5.0,-9999.0,4326.25
16610,37.991367,-122.132027,79,CA,1208,Malus,spp.,apple,Plantae,371,Breaking leaf buds,2,2016,180,2457568,42.5,137,222,180,5.0,0.0,3,2016,235,2457623,8.569973421455,4.6666666666667,1.8559214542767,2756.875
16610,37.991367,-122.132027,79,CA,1208,Malus,spp.,apple,Plantae,390,Ripe fruits,1,2016,175,2457563,-9999.0,175,175,175,1.0,-9999.0,1,2016,231,2457619,-9999.0,6.0,-9999.0,2630.25
16610,37.991367,-122.132027,79,CA,1208,Malus,spp.,apple,Plantae,467,Early season leaf expansion,2,2016,111,2457499,9.0,102,120,111,6.0,4.0,3,2016,262,2457650,26.027762955053,3.3333333333333,1.3333333333333,1456.75
16610,37.991367,-122.132027,79,CA,1208,Malus,spp.,apple,Plantae,471,Falling leaves,2,2016,146,2457534,9.0,137,155,146,3.5,1.5,2,2016,312,2457700,32.5,2.5,1.5,2059.875
16610,37.991367,-122.132027,79,CA,1208,Malus,spp.,apple,Plantae,483,Leaves,2,2016,238,2457626,1.0,237,239,238,4.0,2.0,3,2016,177,2457565,68.088178122197,2.0,0.57735026918963,3958.625
16610,37.991367,-122.132027,79,CA,1208,Malus,spp.,apple,Plantae,498,Colored leaves,2,2016,129,2457517,8.5,120,137,129,3.5,1.5,3,2016,277,2457665,24.378952670969,12.0,8.0829037686548,1742.625
16610,37.991367,-122.132027,79,CA,1208,Malus,spp.,apple,Plantae,500,Flowers or flower buds,1,2016,102,2457490,-9999.0,102,102,102,8.0,-9999.0,1,2016,120,2457508,-9999.0,12.0,-9999.0,1313.75
16610,37.991367,-122.132027,79,CA,1208,Malus,spp.,apple,Plantae,501,Open flowers,1,2016,102,2457490,-9999.0,102,102,102,8.0,-9999.0,1,2016,120,2457508,-9999.0,12.0,-9999.0,1313.75
16610,37.991367,-122.132027,79,CA,1208,Malus,spp.,apple,Plantae,504,Recent fruit or seed drop,1,2016,159,2457547,-9999.0,159,159,159,1.0,-9999.0,1,2016,217,2457605,-9999.0,5.0,-9999.0,2318.75
16610,37.991367,-122.132027,79,CA,1208,Malus,spp.,apple,Plantae,516,Fruits,1,2016,94,2457482,-9999.0,94,94,94,2.0,-9999.0,1,2016,231,2457619,-9999.0,6.0,-9999.0,1180.5
18524,40.860325,-73.878471,26,NY,1208,Malus,spp.,apple,Plantae,371,Breaking leaf buds,2,2016,77,2457465,0.0,77,77,77,7.0,0.0,2,2016,92,2457480,0.0,1.0,0.0,308.75
18524,40.860325,-73.878471,26,NY,1208,Malus,spp.,apple,Plantae,390,Ripe fruits,2,2016,202,2457590,14.0,188,216,202,6.5,0.5,2,2016,255,2457643,10.5,6.0,1.0,2422.625
18524,40.860325,-73.878471,26,NY,1208,Malus,spp.,apple,Plantae,467,Early season leaf expansion,2,2016,111,2457499,0.0,111,111,111,6.0,0.0,2,2016,146,2457534,0.0,8.0,0.0,612.5
